Fitur;PCA;Kernel;C;Akurasi
MTCD;0,8;linear;100;97,76 $\pm$ 0,851
MTCD;0,8;linear;10;97,76 $\pm$ 0,851
MTCD;N/A;linear;10;97,812 $\pm$ 1,107
MTCD;0,8;linear;10;97,812 $\pm$ 1,107
MTCD;0,8;linear;100;97,812 $\pm$ 1,107
MTCD;N/A;linear;100;97,812 $\pm$ 1,107
MTCD;0,6;rbf;1;97,865 $\pm$ 0,864
MTCD;0,8;rbf;100;97,812 $\pm$ 1,386
MTCD;0,8;rbf;10;97,812 $\pm$ 1,386
MTCD;0,6;rbf;10;97,865 $\pm$ 0,838
MTCD;0,8;rbf;100;97,865 $\pm$ 0,924
MTCD;0,6;rbf;100;97,865 $\pm$ 0,838
MTCD;0,8;rbf;10;97,865 $\pm$ 0,924
MTCD;0,2;linear;100;97,76 $\pm$ 0,812
MTCD;0,2;linear;10;97,76 $\pm$ 0,812
MTCD;0,2;rbf;1;97,865 $\pm$ 0,798
MTCD;0,4;rbf;100;97,76 $\pm$ 1,279
MTCD;0,4;rbf;10;97,76 $\pm$ 1,279
MTCD;N/A;poly;10;97,76 $\pm$ 1,526
MTCD;N/A;poly;100;97,76 $\pm$ 1,526
MTCD;N/A;rbf;1;97,917 $\pm$ 0,607
MTCD;0,6;linear;1;97,812 $\pm$ 1,683
MTCD;0,4;rbf;10;97,76 $\pm$ 1,173
MTCD;0,4;rbf;100;97,76 $\pm$ 1,173
MTCD;0,8;rbf;10;97,812 $\pm$ 1,228
MTCD;0,8;rbf;100;97,812 $\pm$ 1,228
MTCD;0,2;linear;1;97,812 $\pm$ 1,183
MTCD;0,4;rbf;100;97,812 $\pm$ 1,228
MTCD;0,4;rbf;10;97,812 $\pm$ 1,228
MTCD;0,6;rbf;1;97,865 $\pm$ 1,182
MTCD;N/A;rbf;10;97,76 $\pm$ 1,227
MTCD;0,6;linear;100;97,76 $\pm$ 1,154
MTCD;0,6;linear;10;97,76 $\pm$ 1,154
MTCD;N/A;rbf;100;97,76 $\pm$ 1,312
MTCD;0,2;rbf;100;97,708 $\pm$ 0,943
MTCD;0,2;rbf;10;97,708 $\pm$ 0,943
MTCD;N/A;poly;1;97,76 $\pm$ 1,682
MTCD;0,2;linear;100;97,656 $\pm$ 1,135
MTCD;0,2;linear;10;97,656 $\pm$ 1,135
MTCD;0,4;linear;10;97,656 $\pm$ 1,056
MTCD;0,4;linear;100;97,656 $\pm$ 1,056
MTCD;0,4;rbf;100;97,708 $\pm$ 1,552
MTCD;0,4;rbf;10;97,708 $\pm$ 1,552
MTCD;N/A;poly;10;97,708 $\pm$ 1,188
MTCD;N/A;poly;100;97,708 $\pm$ 1,188
MTCD;N/A;poly;1;97,708 $\pm$ 1,188
MTCD;0,8;linear;100;97,708 $\pm$ 1,062
MTCD;0,8;linear;10;97,708 $\pm$ 1,062
MTCD;N/A;linear;100;97,708 $\pm$ 1,169
MTCD;N/A;linear;10;97,708 $\pm$ 1,169
MTCD;N/A;poly;10;97,708 $\pm$ 1,062
MTCD;N/A;poly;100;97,708 $\pm$ 1,062
MTCD;0,4;rbf;100;97,76 $\pm$ 0,901
MTCD;0,4;rbf;10;97,76 $\pm$ 0,901
MTCD;0,4;linear;1;97,708 $\pm$ 1,68
MTCD;N/A;rbf;10;97,76 $\pm$ 0,913
MTCD;N/A;rbf;100;97,76 $\pm$ 0,913
MTCD;0,4;linear;10;97,656 $\pm$ 1,296
MTCD;0,4;linear;100;97,656 $\pm$ 1,296
MTCD;0,4;rbf;1;97,76 $\pm$ 0,864
MTCD;0,8;sigmoid;1;97,76 $\pm$ 0,812
MTCD;0,6;rbf;1;97,76 $\pm$ 0,864
MTCD;0,8;rbf;100;97,656 $\pm$ 1,096
MTCD;0,8;rbf;10;97,656 $\pm$ 1,096
MTCD;N/A;linear;1;97,656 $\pm$ 1,262
MTCD;0,8;linear;1;97,656 $\pm$ 1,262
MTCD;0,2;rbf;1;97,656 $\pm$ 1,236
MTCD;0,8;linear;1;97,708 $\pm$ 1,495
MTCD;0,8;linear;100;97,708 $\pm$ 0,765
MTCD;0,8;linear;10;97,708 $\pm$ 0,765
MTCD;0,4;rbf;100;97,656 $\pm$ 1,461
MTCD;0,4;rbf;10;97,656 $\pm$ 1,461
MTCD;0,6;linear;100;97,604 $\pm$ 1,047
MTCD;0,6;linear;10;97,604 $\pm$ 1,047
MTCD;N/A;linear;1;97,708 $\pm$ 1,495
MTCD;0,6;linear;1;97,656 $\pm$ 0,876
MTCD;0,8;rbf;100;97,604 $\pm$ 1,604
MTCD;0,8;rbf;10;97,604 $\pm$ 1,604
MTCD;N/A;rbf;10;97,708 $\pm$ 1,334
MTCD;0,4;rbf;100;97,604 $\pm$ 1,107
MTCD;0,4;rbf;10;97,604 $\pm$ 1,107
MTCD;N/A;linear;1;97,656 $\pm$ 1,209
MTCD;0,8;linear;1;97,656 $\pm$ 1,209
MTCD;0,6;linear;1;97,604 $\pm$ 1,183
MTCD;N/A;rbf;100;97,656 $\pm$ 1,519
MTCD;0,4;rbf;1;97,656 $\pm$ 1,236
MTCD;0,6;linear;1;97,656 $\pm$ 1,439
MTCD;N/A;linear;1;97,656 $\pm$ 1,236
MTCD;0,8;linear;1;97,656 $\pm$ 1,236
MTCD;0,6;rbf;10;97,552 $\pm$ 1,682
MTCD;0,6;rbf;100;97,552 $\pm$ 1,682
MTCD;0,8;linear;1;97,656 $\pm$ 0,812
MTCD;N/A;linear;100;97,656 $\pm$ 0,742
MTCD;N/A;linear;10;97,656 $\pm$ 0,742
MTCD;0,6;linear;10;97,604 $\pm$ 0,8
MTCD;0,6;linear;100;97,604 $\pm$ 0,8
MTCD;0,6;sigmoid;1;97,708 $\pm$ 0,82
MTCD;0,2;rbf;1;97,708 $\pm$ 0,737
MTCD;0,4;linear;100;97,552 $\pm$ 1,218
MTCD;0,4;linear;10;97,552 $\pm$ 1,218
MTCD;N/A;rbf;10;97,604 $\pm$ 1,569
MTCD;0,4;rbf;1;97,604 $\pm$ 0,84
MTCD;0,4;sigmoid;1;97,656 $\pm$ 0,838
MTCD;0,4;rbf;10;97,5 $\pm$ 1,699
MTCD;0,4;rbf;100;97,5 $\pm$ 1,699
MTCD;N/A;linear;1;97,604 $\pm$ 0,786
MTCD;0,6;sigmoid;10;97,552 $\pm$ 0,727
MTCD;0,8;sigmoid;1;97,656 $\pm$ 0,475
MTCD;0,8;linear;100;97,604 $\pm$ 1,52
MTCD;N/A;linear;100;97,604 $\pm$ 1,52
MTCD;0,8;linear;10;97,604 $\pm$ 1,52
MTCD;N/A;linear;10;97,604 $\pm$ 1,52
MTCD;0,2;linear;1;97,5 $\pm$ 1,206
MTCD;0,6;linear;1;97,552 $\pm$ 1,2
MTCD;N/A;rbf;1;97,604 $\pm$ 0,561
MTCD;N/A;poly;1;97,552 $\pm$ 1,582
MTCD;0,4;rbf;1;97,604 $\pm$ 1,219
MTCD;0,8;sigmoid;10;97,5 $\pm$ 0,737
MTCD;0,4;linear;1;97,5 $\pm$ 1,309
MTCD;0,2;linear;10;97,448 $\pm$ 1,701
MTCD;0,2;linear;100;97,448 $\pm$ 1,701
MTCD;N/A;rbf;100;97,552 $\pm$ 1,337
MTCD;0,8;rbf;100;97,552 $\pm$ 1,541
MTCD;0,8;rbf;10;97,552 $\pm$ 1,541
MTCD;0,4;linear;1;97,552 $\pm$ 1,758
MTCD;0,8;sigmoid;1;97,656 $\pm$ 0,697
MTCD;0,6;sigmoid;1;97,604 $\pm$ 0,477
MTCD;0,8;rbf;1;97,552 $\pm$ 1,253
MTCD;0,6;linear;100;97,552 $\pm$ 1,454
MTCD;0,6;linear;10;97,552 $\pm$ 1,454
MTCD;N/A;linear;10;97,5 $\pm$ 0,988
MTCD;N/A;linear;100;97,5 $\pm$ 0,988
MTCD;0,2;linear;1;97,448 $\pm$ 1,636
MTCD;0,2;rbf;1;97,5 $\pm$ 1,031
MTCD;0,4;linear;10;97,448 $\pm$ 1,209
MTCD;0,4;linear;100;97,448 $\pm$ 1,209
MTCD;0,6;linear;1;97,5 $\pm$ 1,224
MTCD;0,4;linear;1;97,448 $\pm$ 0,825
MTCD;0,6;rbf;1;97,5 $\pm$ 1,293
MTCD;0,6;sigmoid;1;97,604 $\pm$ 0,683
MTCD;N/A;poly;10;97,448 $\pm$ 0,864
MTCD;N/A;poly;1;97,448 $\pm$ 0,864
MTCD;N/A;poly;100;97,448 $\pm$ 0,864
MTCD;0,6;rbf;100;97,5 $\pm$ 1,524
MTCD;0,6;rbf;10;97,5 $\pm$ 1,524
MTCD;0,2;rbf;100;97,396 $\pm$ 1,067
MTCD;N/A;poly;100;97,396 $\pm$ 1,117
MTCD;N/A;poly;10;97,396 $\pm$ 1,117
MTCD;0,8;linear;100;97,448 $\pm$ 1,025
MTCD;0,8;linear;10;97,448 $\pm$ 1,025
MTCD;0,2;rbf;10;97,344 $\pm$ 1,163
MTCD;0,6;linear;100;97,448 $\pm$ 0,959
MTCD;0,6;linear;10;97,448 $\pm$ 0,959
MTCD;0,2;linear;10;97,448 $\pm$ 1,262
MTCD;0,2;linear;100;97,448 $\pm$ 1,262
MTCD;0,4;linear;1;97,448 $\pm$ 0,864
MTCD;0,6;linear;1;97,396 $\pm$ 1,047
MTCD;0,2;rbf;10;97,344 $\pm$ 1,135
MTCD;0,2;rbf;100;97,344 $\pm$ 1,135
MTCD;0,2;sigmoid;1;97,448 $\pm$ 0,888
MTCD;N/A;poly;1;97,396 $\pm$ 0,983
MTCD;0,4;linear;100;97,344 $\pm$ 0,864
MTCD;0,4;linear;10;97,344 $\pm$ 0,864
MTCD;N/A;rbf;1;97,656 $\pm$ 0,559
MTCD;0,2;rbf;10;97,344 $\pm$ 1,035
MTCD;0,2;rbf;100;97,292 $\pm$ 1,206
MTCD;0,4;linear;10;97,396 $\pm$ 0,84
MTCD;0,4;linear;100;97,396 $\pm$ 0,84
MTCD;N/A;linear;10;97,292 $\pm$ 0,642
MTCD;N/A;linear;100;97,292 $\pm$ 0,642
MTCD;0,8;rbf;1;97,448 $\pm$ 0,901
MTCD;0,4;linear;10;97,396 $\pm$ 1,491
MTCD;0,4;linear;100;97,396 $\pm$ 1,491
MTCD;0,8;rbf;1;97,344 $\pm$ 1,877
MTCD;0,6;rbf;1;97,344 $\pm$ 1,848
MTCD;0,2;linear;1;97,292 $\pm$ 1,093
MTCD;N/A;rbf;1;97,5 $\pm$ 0,329
MTCD;0,2;rbf;10;97,396 $\pm$ 1,52
MTCD;0,2;rbf;100;97,396 $\pm$ 1,52
MTCD;0,4;linear;1;97,396 $\pm$ 1,219
MTCD;N/A;rbf;100;97,24 $\pm$ 0,876
MTCD;0,4;linear;10;97,344 $\pm$ 1,096
MTCD;0,4;linear;100;97,344 $\pm$ 1,096
MTCD;0,6;linear;10;97,24 $\pm$ 0,681
MTCD;0,6;linear;100;97,24 $\pm$ 0,681
MTCD;0,8;linear;10;97,24 $\pm$ 0,681
MTCD;0,8;linear;100;97,24 $\pm$ 0,681
MTCD;0,4;sigmoid;10;97,292 $\pm$ 0,872
MTCD;0,4;sigmoid;1;97,448 $\pm$ 0,4
MTCD;0,4;sigmoid;1;97,448 $\pm$ 0,727
MTCD;0,2;linear;10;97,24 $\pm$ 0,798
MTCD;0,6;rbf;1;97,396 $\pm$ 0,983
MTCD;0,2;rbf;100;97,24 $\pm$ 0,785
MTCD;0,2;rbf;10;97,24 $\pm$ 0,785
MTCD;0,8;linear;1;97,292 $\pm$ 0,988
MTCD;N/A;linear;100;97,292 $\pm$ 1,062
MTCD;N/A;linear;10;97,292 $\pm$ 1,062
MTCD;0,8;linear;100;97,292 $\pm$ 1,062
MTCD;0,8;linear;10;97,292 $\pm$ 1,062
MTCD;0,2;linear;1;97,344 $\pm$ 1,126
MTCD;N/A;poly;1;97,292 $\pm$ 1,042
MTCD;N/A;poly;10;97,292 $\pm$ 1,552
MTCD;N/A;poly;100;97,292 $\pm$ 1,552
MTCD;N/A;rbf;10;97,24 $\pm$ 0,838
MTCD;N/A;rbf;100;97,24 $\pm$ 0,838
MTCD;0,4;rbf;1;97,344 $\pm$ 0,936
MTCD;0,4;linear;1;97,24 $\pm$ 1,182
MTCD;0,4;linear;1;97,292 $\pm$ 1,358
MTCD;0,2;linear;1;97,292 $\pm$ 1,358
MTCD;0,4;rbf;100;97,292 $\pm$ 1,58
MTCD;0,4;rbf;10;97,292 $\pm$ 1,58
MTCD;0,2;rbf;100;97,188 $\pm$ 1,165
MTCD;0,2;rbf;10;97,188 $\pm$ 1,165
MTCD;N/A;linear;1;97,24 $\pm$ 0,981
MTCD;0,6;rbf;1;97,292 $\pm$ 1,112
MTCD;N/A;poly;10;97,24 $\pm$ 1,116
MTCD;N/A;poly;100;97,24 $\pm$ 1,116
MTCD;N/A;rbf;10;97,135 $\pm$ 1,025
MTCD;0,2;linear;100;97,135 $\pm$ 1,555
MTCD;0,2;linear;10;97,135 $\pm$ 1,555
MTCD;0,2;rbf;1;97,292 $\pm$ 1,206
MTCD;0,2;rbf;1;97,24 $\pm$ 1,003
MTCD;0,8;rbf;100;97,188 $\pm$ 1,576
MTCD;0,8;rbf;10;97,188 $\pm$ 1,576
MTCD;0,2;linear;100;97,135 $\pm$ 0,697
MTCD;N/A;linear;1;97,188 $\pm$ 1,362
MTCD;0,8;linear;1;97,188 $\pm$ 1,354
MTCD;0,6;linear;1;97,188 $\pm$ 1,354
MTCD;0,8;rbf;1;97,24 $\pm$ 1,135
MTCD;0,4;linear;100;97,188 $\pm$ 1,183
MTCD;0,4;linear;10;97,188 $\pm$ 1,183
MTCD;N/A;poly;1;97,24 $\pm$ 1,329
MTCD;0,4;linear;100;97,083 $\pm$ 0,737
MTCD;0,4;linear;10;97,083 $\pm$ 0,737
MTCD;0,6;rbf;100;97,135 $\pm$ 1,636
MTCD;0,6;rbf;10;97,135 $\pm$ 1,636
MTCD;0,2;rbf;1;97,188 $\pm$ 1,146
MTCD;N/A;poly;10;97,188 $\pm$ 1,477
MTCD;N/A;poly;100;97,188 $\pm$ 1,477
MTCD;0,4;rbf;1;97,135 $\pm$ 1,877
MTCD;N/A;poly;1;97,188 $\pm$ 1,394
MTCD;0,6;linear;100;97,135 $\pm$ 1,135
MTCD;0,6;linear;10;97,135 $\pm$ 1,135
MTCD;0,2;rbf;1;97,188 $\pm$ 1,288
MTCD;0,8;sigmoid;100;97,031 $\pm$ 0,426
MTCD;0,2;sigmoid;10;97,083 $\pm$ 0,607
MTCD;0,2;linear;100;97,031 $\pm$ 1,056
MTCD;0,2;linear;10;97,031 $\pm$ 1,056
MTCD;0,4;rbf;100;97,031 $\pm$ 0,959
MTCD;0,4;rbf;10;97,031 $\pm$ 0,959
MTCD;0,2;linear;1;97,188 $\pm$ 1,59
MTCD;0,8;sigmoid;10;97,083 $\pm$ 0,82
MTCD;0,4;rbf;10;97,135 $\pm$ 0,757
MTCD;0,4;rbf;100;97,135 $\pm$ 0,757
MTCD;0,8;rbf;1;97,135 $\pm$ 1,304
MTCD;0,2;rbf;10;97,083 $\pm$ 0,691
MTCD;0,2;rbf;100;97,083 $\pm$ 0,691
MTCD;0,6;rbf;10;97,135 $\pm$ 0,681
MTCD;0,8;rbf;100;97,135 $\pm$ 0,681
MTCD;0,6;rbf;100;97,135 $\pm$ 0,681
MTCD;0,8;rbf;10;97,135 $\pm$ 0,681
MTCD;0,6;rbf;1;97,083 $\pm$ 1,093
MTCD;0,8;rbf;1;97,083 $\pm$ 1,093
MTCD;0,6;rbf;100;96,979 $\pm$ 1,036
MTCD;0,6;rbf;10;96,979 $\pm$ 1,036
MTCD;0,2;linear;100;96,979 $\pm$ 1,37
MTCD;0,2;linear;10;96,979 $\pm$ 1,37
MTCD;0,2;linear;100;97,031 $\pm$ 1,788
MTCD;0,2;linear;10;97,031 $\pm$ 1,788
MTCD;0,4;rbf;1;97,083 $\pm$ 1,293
MTCD;0,6;sigmoid;100;96,927 $\pm$ 0,518
MTCD;0,2;sigmoid;1;97,135 $\pm$ 0,742
MTCD;N/A;rbf;1;97,24 $\pm$ 0,342
MTCD;0,8;rbf;100;96,979 $\pm$ 1,047
MTCD;0,8;rbf;10;96,979 $\pm$ 1,047
MTCD;0,6;rbf;1;97,083 $\pm$ 1,259
MTCD;N/A;rbf;100;96,979 $\pm$ 1,734
MTCD;0,6;rbf;1;97,083 $\pm$ 1,473
MTCD;0,2;rbf;1;97,083 $\pm$ 1,276
MTCD;0,2;rbf;1;97,083 $\pm$ 0,751
MTCD;0,2;linear;1;97,083 $\pm$ 1,58
MTCD;0,6;sigmoid;10;96,979 $\pm$ 0,89
MTCD;N/A;rbf;10;96,927 $\pm$ 1,695
MTCD;0,2;rbf;10;96,927 $\pm$ 2,182
MTCD;0,2;rbf;100;96,927 $\pm$ 2,182
MTCD;0,4;rbf;100;96,927 $\pm$ 1,534
MTCD;0,4;rbf;10;96,927 $\pm$ 1,534
MTCD;0,8;rbf;10;96,979 $\pm$ 1,386
MTCD;0,8;rbf;100;96,979 $\pm$ 1,386
MTCD;0,2;rbf;10;96,927 $\pm$ 0,742
MTCD;0,2;rbf;100;96,927 $\pm$ 0,742
MTCD;0,2;rbf;100;96,875 $\pm$ 1,693
MTCD;0,2;rbf;10;96,875 $\pm$ 1,693
MTCD;0,8;sigmoid;1;96,979 $\pm$ 1,117
MTCD;0,6;sigmoid;1;96,979 $\pm$ 1,117
MTCD;0,8;rbf;1;97,031 $\pm$ 1,519
MTCD;0,2;linear;100;96,927 $\pm$ 1,056
MTCD;0,2;linear;10;96,927 $\pm$ 1,056
MTCD;0,6;rbf;100;96,927 $\pm$ 1,424
MTCD;0,6;rbf;10;96,927 $\pm$ 1,424
MTCD;0,2;rbf;1;97,031 $\pm$ 1,145
MTCD;0,4;linear;1;96,875 $\pm$ 1,466
MTCD;0,4;rbf;1;96,927 $\pm$ 1,262
MTCD;N/A;linear;100;96,823 $\pm$ 1,643
MTCD;N/A;linear;10;96,823 $\pm$ 1,643
MTCD;0,8;linear;10;96,823 $\pm$ 1,643
MTCD;0,8;linear;100;96,823 $\pm$ 1,643
MTCD;N/A;poly;100;96,771 $\pm$ 0,477
MTCD;N/A;poly;10;96,771 $\pm$ 0,477
MTCD;0,6;rbf;1;96,771 $\pm$ 1,305
MTCD;0,4;sigmoid;10;96,875 $\pm$ 0,675
MTCD;0,8;rbf;1;96,771 $\pm$ 1,305
MTCD;0,2;linear;100;96,771 $\pm$ 1,219
MTCD;0,2;linear;10;96,771 $\pm$ 1,219
MTCD;N/A;rbf;10;96,875 $\pm$ 1,647
MTCD;N/A;rbf;100;96,875 $\pm$ 1,647
MTCD;0,4;linear;10;96,771 $\pm$ 1,597
MTCD;0,4;linear;100;96,771 $\pm$ 1,597
MTCD;0,6;linear;100;96,771 $\pm$ 1,597
MTCD;0,6;linear;10;96,771 $\pm$ 1,597
MTCD;0,4;rbf;1;96,875 $\pm$ 1,673
MTCD;0,4;rbf;1;96,823 $\pm$ 1,056
MTCD;N/A;linear;1;96,875 $\pm$ 1,451
MTCD;0,8;linear;1;96,875 $\pm$ 1,451
MTCD;0,8;sigmoid;1;96,719 $\pm$ 0,227
MTCD;0,8;sigmoid;1;96,719 $\pm$ 1,329
MTCD;0,2;sigmoid;10;96,615 $\pm$ 1,086
MTCD;N/A;linear;100;96,823 $\pm$ 1,505
MTCD;N/A;linear;10;96,823 $\pm$ 1,505
MTCD;0,8;linear;10;96,823 $\pm$ 1,505
MTCD;0,8;linear;100;96,823 $\pm$ 1,505
MTCD;0,4;rbf;100;96,719 $\pm$ 1,337
MTCD;0,4;rbf;10;96,719 $\pm$ 1,337
MTCD;N/A;linear;1;96,615 $\pm$ 0,518
MTCD;0,2;linear;1;96,615 $\pm$ 1,708
MTCD;0,2;linear;100;96,562 $\pm$ 1,201
MTCD;0,2;rbf;100;96,615 $\pm$ 1,126
MTCD;0,2;rbf;10;96,615 $\pm$ 1,126
MTCD;N/A;rbf;1;96,979 $\pm$ 0,8
MTCD;N/A;poly;10;96,667 $\pm$ 1,699
MTCD;N/A;poly;100;96,667 $\pm$ 1,699
MTCD;0,2;linear;1;96,719 $\pm$ 1,408
MTCD;0,6;sigmoid;1;96,667 $\pm$ 1,358
MTCD;0,4;sigmoid;1;96,667 $\pm$ 1,309
MTCD;0,2;rbf;100;96,562 $\pm$ 1,078
MTCD;0,8;linear;1;96,562 $\pm$ 0,561
MTCD;N/A;poly;1;96,562 $\pm$ 0,312
MTCD;0,2;linear;1;96,667 $\pm$ 1,552
MTCD;0,2;linear;1;96,615 $\pm$ 1,555
MTCD;0,2;linear;10;96,51 $\pm$ 1,2
MTCD;0,6;linear;1;96,719 $\pm$ 1,476
MTCD;0,2;rbf;10;96,562 $\pm$ 1,088
MTCD;0,6;linear;100;96,719 $\pm$ 1,491
MTCD;0,6;linear;10;96,719 $\pm$ 1,491
MTCD;0,2;rbf;10;96,562 $\pm$ 1,484
MTCD;0,2;rbf;100;96,562 $\pm$ 1,484
MTCD;N/A;rbf;1;96,719 $\pm$ 1,191
MTCD;0,2;linear;10;96,51 $\pm$ 0,981
MTCD;0,8;rbf;1;96,615 $\pm$ 1,431
MTCD;0,6;rbf;1;96,615 $\pm$ 1,431
MTCD;0,4;linear;10;96,667 $\pm$ 1,466
MTCD;0,4;linear;100;96,667 $\pm$ 1,466
MTCD;0,2;sigmoid;1;96,667 $\pm$ 0,642
MTCD;0,4;linear;1;96,667 $\pm$ 1,58
MTCD;0,2;rbf;1;96,615 $\pm$ 1,304
MTCD;0,6;sigmoid;1;96,562 $\pm$ 0,233
MTCD;0,2;linear;100;96,562 $\pm$ 0,616
MTCD;0,2;linear;10;96,562 $\pm$ 0,616
MTCD;0,8;rbf;1;96,562 $\pm$ 1,263
MTCD;0,6;rbf;1;96,562 $\pm$ 1,777
MTCD;0,8;rbf;1;96,562 $\pm$ 1,777
MTCD;0,4;rbf;1;96,562 $\pm$ 1,263
MTCD;0,6;linear;1;96,458 $\pm$ 0,625
MTCD;0,4;rbf;10;96,458 $\pm$ 0,988
MTCD;0,4;rbf;100;96,458 $\pm$ 0,988
MTCD;0,4;sigmoid;100;96,458 $\pm$ 0,39
MTCD;0,4;sigmoid;1;96,51 $\pm$ 0,308
MTCD;0,4;linear;10;96,51 $\pm$ 1,431
MTCD;0,4;linear;100;96,51 $\pm$ 1,431
MTCD;0,2;linear;100;96,406 $\pm$ 0,959
MTCD;0,4;rbf;1;96,51 $\pm$ 1,236
MTCD;0,6;rbf;1;96,51 $\pm$ 1,337
MTCD;0,6;rbf;100;96,406 $\pm$ 1,086
MTCD;0,6;rbf;10;96,406 $\pm$ 1,086
MTCD;0,2;linear;10;96,458 $\pm$ 1,169
MTCD;0,2;linear;100;96,458 $\pm$ 1,169
MTCD;0,4;rbf;1;96,406 $\pm$ 1,253
MTCD;0,2;linear;1;96,51 $\pm$ 1,245
MTCD;0,6;linear;100;96,458 $\pm$ 1,374
MTCD;0,6;linear;10;96,458 $\pm$ 1,374
MTCD;0,2;linear;10;96,51 $\pm$ 1,145
MTCD;0,2;linear;100;96,51 $\pm$ 1,145
MTCD;0,4;linear;1;96,354 $\pm$ 0,729
MTCD;0,4;linear;10;96,406 $\pm$ 1,656
MTCD;0,4;linear;100;96,406 $\pm$ 1,656
MTCD;N/A;rbf;1;96,51 $\pm$ 1,312
MTCD;0,8;sigmoid;10;96,458 $\pm$ 0,872
MTCD;0,8;rbf;10;96,354 $\pm$ 1,005
MTCD;0,8;rbf;100;96,354 $\pm$ 1,005
MTCD;0,2;rbf;100;96,354 $\pm$ 1,59
MTCD;0,6;linear;100;96,406 $\pm$ 1,776
MTCD;0,6;linear;10;96,406 $\pm$ 1,776
MTCD;0,2;linear;1;96,458 $\pm$ 1,309
MTCD;N/A;linear;1;96,406 $\pm$ 1,461
MTCD;0,8;linear;1;96,406 $\pm$ 1,461
MTCD;0,8;linear;10;96,354 $\pm$ 1,354
MTCD;0,8;linear;100;96,354 $\pm$ 1,354
MTCD;N/A;linear;100;96,354 $\pm$ 1,855
MTCD;0,8;linear;10;96,354 $\pm$ 1,855
MTCD;0,8;linear;100;96,354 $\pm$ 1,855
MTCD;N/A;linear;10;96,354 $\pm$ 1,855
MTCD;0,2;rbf;10;96,302 $\pm$ 1,63
MTCD;0,4;linear;1;96,354 $\pm$ 1,549
MTCD;0,6;sigmoid;10;96,406 $\pm$ 1,025
MTCD;0,8;rbf;1;96,354 $\pm$ 1,825
MTCD;N/A;linear;100;96,354 $\pm$ 1,394
MTCD;0,8;linear;10;96,354 $\pm$ 1,394
MTCD;0,8;linear;100;96,354 $\pm$ 1,394
MTCD;N/A;linear;10;96,354 $\pm$ 1,394
MTCD;0,6;linear;100;96,302 $\pm$ 1,279
MTCD;0,6;linear;10;96,302 $\pm$ 1,279
MTCD;0,6;linear;1;96,354 $\pm$ 1,432
MTCD;N/A;linear;100;96,302 $\pm$ 1,279
MTCD;N/A;linear;10;96,302 $\pm$ 1,279
MTCD;0,4;rbf;100;96,302 $\pm$ 1,812
MTCD;0,4;rbf;10;96,302 $\pm$ 1,812
MTCD;0,2;linear;100;96,25 $\pm$ 1,093
MTCD;0,2;linear;10;96,25 $\pm$ 1,093
MTCD;0,6;rbf;1;96,458 $\pm$ 1,122
MTCD;0,8;sigmoid;1;96,25 $\pm$ 0,859
MTCD;0,2;linear;1;96,354 $\pm$ 0,84
MTCD;0,6;rbf;1;96,302 $\pm$ 1,776
MTCD;0,4;rbf;1;96,302 $\pm$ 1,636
MTCD;0,4;poly;100;96,042 $\pm$ 2,249
MTCD;0,8;rbf;1;96,406 $\pm$ 1,096
MTCD;0,8;rbf;100;96,25 $\pm$ 1,774
MTCD;0,8;rbf;10;96,25 $\pm$ 1,774
MTCD;0,6;sigmoid;1;96,198 $\pm$ 0,798
MTCD;0,2;linear;10;96,146 $\pm$ 0,84
MTCD;0,2;linear;100;96,146 $\pm$ 0,84
MTCD;N/A;poly;1;96,302 $\pm$ 1,643
MTCD;0,8;rbf;100;96,302 $\pm$ 2,127
MTCD;0,8;rbf;10;96,302 $\pm$ 2,127
MTCD;0,4;rbf;1;96,198 $\pm$ 1,83
MTCD;0,6;rbf;100;96,198 $\pm$ 1,739
MTCD;0,6;rbf;10;96,198 $\pm$ 1,739
MTCD;N/A;poly;10;96,198 $\pm$ 1,4
MTCD;N/A;poly;100;96,198 $\pm$ 1,4
MTCD;N/A;rbf;100;96,198 $\pm$ 1,663
MTCD;N/A;rbf;10;96,198 $\pm$ 1,72
MTCD;N/A;rbf;10;96,146 $\pm$ 1,219
MTCD;0,6;rbf;10;96,25 $\pm$ 2,057
MTCD;0,6;rbf;100;96,25 $\pm$ 2,057
MTCD;0,2;linear;1;96,146 $\pm$ 1,127
MTCD;0,4;sigmoid;1;96,25 $\pm$ 1,334
MTCD;0,4;sigmoid;1;96,094 $\pm$ 0,888
MTCD;0,2;linear;100;96,146 $\pm$ 1,477
MTCD;0,2;linear;10;96,146 $\pm$ 1,477
MTCD;0,2;poly;100;96,042 $\pm$ 2,036
MTCD;N/A;rbf;1;96,302 $\pm$ 0,539
MTCD;0,6;linear;10;96,146 $\pm$ 0,89
MTCD;0,6;linear;100;96,146 $\pm$ 0,89
MTCD;0,8;linear;100;96,146 $\pm$ 0,89
MTCD;0,8;linear;10;96,146 $\pm$ 0,89
MTCD;N/A;rbf;10;96,146 $\pm$ 1,801
MTCD;N/A;rbf;100;96,146 $\pm$ 1,696
MTCD;0,4;rbf;1;96,302 $\pm$ 1,014
MTCD;0,4;linear;10;96,094 $\pm$ 0,876
MTCD;0,4;linear;100;96,094 $\pm$ 0,876
MTCD;0,2;rbf;100;96,198 $\pm$ 1,287
MTCD;0,2;rbf;10;96,198 $\pm$ 1,287
